class,n,R,s,totalValue,totalWeight,processingTime
01WeaklyCorrelated,n00050,R01000,s042.kp,12577,11166,0.0
01WeaklyCorrelated,n00050,R01000,s043.kp,14460,12824,0.0
01WeaklyCorrelated,n00050,R01000,s044.kp,12354,11253,0.0
01WeaklyCorrelated,n00050,R01000,s045.kp,13129,11983,0.0
01WeaklyCorrelated,n00050,R01000,s046.kp,12364,11382,0.0
01WeaklyCorrelated,n00050,R01000,s047.kp,13836,12452,0.0
01WeaklyCorrelated,n00050,R01000,s048.kp,11789,10449,0.0
01WeaklyCorrelated,n00050,R01000,s049.kp,12973,11683,0.0
01WeaklyCorrelated,n00050,R01000,s050.kp,15042,14243,0.0
01WeaklyCorrelated,n00050,R01000,s051.kp,15830,14353,0.0
01WeaklyCorrelated,n00050,R01000,s052.kp,12881,11394,0.0
01WeaklyCorrelated,n00050,R01000,s053.kp,13019,11978,0.0
01WeaklyCorrelated,n00050,R01000,s054.kp,13976,12589,0.0
01WeaklyCorrelated,n00050,R01000,s055.kp,13152,12074,0.0
01WeaklyCorrelated,n00050,R01000,s056.kp,12481,11179,0.0
01WeaklyCorrelated,n00050,R01000,s057.kp,14109,12881,0.0
01WeaklyCorrelated,n00050,R01000,s058.kp,13324,12022,0.0
01WeaklyCorrelated,n00050,R01000,s059.kp,14755,13610,0.0
01WeaklyCorrelated,n00050,R01000,s060.kp,12742,11397,0.0
01WeaklyCorrelated,n00050,R01000,s061.kp,12361,11177,0.0
01WeaklyCorrelated,n00050,R01000,s062.kp,13604,12306,0.0
01WeaklyCorrelated,n00050,R01000,s063.kp,13883,12779,0.0
01WeaklyCorrelated,n00050,R01000,s064.kp,12959,11448,0.0
01WeaklyCorrelated,n00050,R01000,s065.kp,14199,12764,0.0
01WeaklyCorrelated,n00050,R01000,s066.kp,13739,12522,0.0
01WeaklyCorrelated,n00050,R01000,s067.kp,13211,11664,0.0009968280792236328
01WeaklyCorrelated,n00050,R01000,s068.kp,14414,13075,0.0
01WeaklyCorrelated,n00050,R01000,s069.kp,12878,11488,0.0
01WeaklyCorrelated,n00050,R01000,s070.kp,14671,13386,0.0
01WeaklyCorrelated,n00050,R01000,s071.kp,11541,10450,0.0009970664978027344
01WeaklyCorrelated,n00050,R01000,s072.kp,13547,12104,0.0
01WeaklyCorrelated,n00050,R01000,s073.kp,13030,11826,0.0
01WeaklyCorrelated,n00050,R01000,s074.kp,14575,13278,0.0
01WeaklyCorrelated,n00050,R01000,s075.kp,13292,11694,0.0
01WeaklyCorrelated,n00050,R01000,s076.kp,14188,13246,0.0
01WeaklyCorrelated,n00050,R01000,s077.kp,13656,12226,0.0
01WeaklyCorrelated,n00050,R01000,s078.kp,13266,12048,0.0
01WeaklyCorrelated,n00050,R01000,s079.kp,12147,10881,0.0
01WeaklyCorrelated,n00050,R01000,s080.kp,12999,11630,0.0
01WeaklyCorrelated,n00050,R01000,s081.kp,13806,12351,0.001033782958984375
01WeaklyCorrelated,n00050,R01000,s082.kp,13305,11953,0.0
01WeaklyCorrelated,n00050,R01000,s083.kp,13146,12225,0.0
01WeaklyCorrelated,n00050,R01000,s084.kp,13326,11702,0.0
01WeaklyCorrelated,n00050,R01000,s085.kp,13853,12597,0.0
01WeaklyCorrelated,n00050,R01000,s086.kp,13902,12568,0.0
01WeaklyCorrelated,n00050,R01000,s087.kp,13403,12698,0.0
01WeaklyCorrelated,n00050,R01000,s088.kp,13461,12024,0.0
01WeaklyCorrelated,n00050,R01000,s089.kp,14534,13181,0.0
01WeaklyCorrelated,n00050,R01000,s090.kp,13809,12338,0.0
01WeaklyCorrelated,n00050,R01000,s091.kp,14905,13447,0.0
01WeaklyCorrelated,n00050,R01000,s092.kp,15505,13830,0.0
01WeaklyCorrelated,n00050,R01000,s093.kp,13798,12451,0.0
01WeaklyCorrelated,n00050,R01000,s094.kp,13175,11885,0.0
01WeaklyCorrelated,n00050,R01000,s095.kp,12813,11432,0.0
01WeaklyCorrelated,n00050,R01000,s096.kp,13999,12843,0.0
01WeaklyCorrelated,n00050,R01000,s097.kp,12944,11518,0.0
01WeaklyCorrelated,n00050,R01000,s098.kp,14076,12614,0.0
01WeaklyCorrelated,n00050,R01000,s099.kp,13706,12782,0.000997304916381836
01WeaklyCorrelated,n00050,R10000,s000.kp,157504,142272,0.0
01WeaklyCorrelated,n00050,R10000,s001.kp,131925,117805,0.0
01WeaklyCorrelated,n00050,R10000,s002.kp,150517,135598,0.0
01WeaklyCorrelated,n00050,R10000,s003.kp,147878,131960,0.0009968280792236328
01WeaklyCorrelated,n00050,R10000,s004.kp,133350,122484,0.0
01WeaklyCorrelated,n00050,R10000,s005.kp,141108,127041,0.0
01WeaklyCorrelated,n00050,R10000,s006.kp,145223,132944,0.0
01WeaklyCorrelated,n00050,R10000,s007.kp,118673,104623,0.0
01WeaklyCorrelated,n00050,R10000,s008.kp,127189,118061,0.0
01WeaklyCorrelated,n00050,R10000,s009.kp,119733,108238,0.0
01WeaklyCorrelated,n00050,R10000,s010.kp,133407,124870,0.0009989738464355469
01WeaklyCorrelated,n00050,R10000,s011.kp,136624,126451,0.000997304916381836
01WeaklyCorrelated,n00050,R10000,s012.kp,126414,116195,0.0
01WeaklyCorrelated,n00050,R10000,s013.kp,135974,125273,0.0009617805480957031
01WeaklyCorrelated,n00050,R10000,s014.kp,126272,118079,0.0
01WeaklyCorrelated,n00050,R10000,s015.kp,142921,130725,0.0009646415710449219
01WeaklyCorrelated,n00050,R10000,s016.kp,128854,119176,0.0
01WeaklyCorrelated,n00050,R10000,s017.kp,153559,140523,0.0
01WeaklyCorrelated,n00050,R10000,s018.kp,132951,121031,0.0
01WeaklyCorrelated,n00050,R10000,s019.kp,125582,114898,0.0
01WeaklyCorrelated,n00050,R10000,s020.kp,125777,116561,0.0
01WeaklyCorrelated,n00050,R10000,s021.kp,135221,120425,0.000997304916381836
01WeaklyCorrelated,n00050,R10000,s022.kp,152923,139790,0.0
01WeaklyCorrelated,n00050,R10000,s023.kp,129184,112054,0.0
01WeaklyCorrelated,n00050,R10000,s024.kp,148987,137683,0.0
01WeaklyCorrelated,n00050,R10000,s025.kp,124290,113744,0.0
01WeaklyCorrelated,n00050,R10000,s026.kp,140739,129586,0.0
01WeaklyCorrelated,n00050,R10000,s027.kp,142678,132539,0.0
01WeaklyCorrelated,n00050,R10000,s028.kp,116013,105569,0.0
01WeaklyCorrelated,n00050,R10000,s029.kp,137103,120655,0.0
01WeaklyCorrelated,n00050,R10000,s030.kp,142579,131161,0.0
01WeaklyCorrelated,n00050,R10000,s031.kp,131337,114863,0.0
01WeaklyCorrelated,n00050,R10000,s032.kp,126969,112922,0.0
01WeaklyCorrelated,n00050,R10000,s033.kp,129206,120935,0.0
01WeaklyCorrelated,n00050,R10000,s034.kp,146412,132748,0.0
01WeaklyCorrelated,n00050,R10000,s035.kp,141761,129430,0.0
01WeaklyCorrelated,n00050,R10000,s036.kp,148143,139336,0.0
01WeaklyCorrelated,n00050,R10000,s037.kp,137591,126799,0.0009968280792236328
01WeaklyCorrelated,n00050,R10000,s038.kp,123756,112270,0.0
01WeaklyCorrelated,n00050,R10000,s039.kp,131681,120164,0.0
01WeaklyCorrelated,n00050,R10000,s040.kp,135130,122090,0.0
01WeaklyCorrelated,n00050,R10000,s041.kp,136932,123231,0.0
01WeaklyCorrelated,n00050,R10000,s042.kp,125578,111543,0.0
01WeaklyCorrelated,n00050,R10000,s043.kp,144457,128167,0.0
01WeaklyCorrelated,n00050,R10000,s044.kp,123331,112369,0.0
01WeaklyCorrelated,n00050,R10000,s045.kp,131127,119705,0.0
01WeaklyCorrelated,n00050,R10000,s046.kp,123485,113703,0.000997304916381836
01WeaklyCorrelated,n00050,R10000,s047.kp,138196,124425,0.0
01WeaklyCorrelated,n00050,R10000,s048.kp,117698,104367,0.0
01WeaklyCorrelated,n00050,R10000,s049.kp,129683,116818,0.0
01WeaklyCorrelated,n00050,R10000,s050.kp,150256,142301,0.0
01WeaklyCorrelated,n00050,R10000,s051.kp,158140,143412,0.0
01WeaklyCorrelated,n00050,R10000,s052.kp,128606,113792,0.0
01WeaklyCorrelated,n00050,R10000,s053.kp,129905,119508,0.0
01WeaklyCorrelated,n00050,R10000,s054.kp,139691,125976,0.0
01WeaklyCorrelated,n00050,R10000,s055.kp,131401,120760,0.0
01WeaklyCorrelated,n00050,R10000,s056.kp,124655,111677,0.0
01WeaklyCorrelated,n00050,R10000,s057.kp,140891,128690,0.0
01WeaklyCorrelated,n00050,R10000,s058.kp,133115,120152,0.0
01WeaklyCorrelated,n00050,R10000,s059.kp,147378,136051,0.000965118408203125
01WeaklyCorrelated,n00050,R10000,s060.kp,127258,113873,0.0
01WeaklyCorrelated,n00050,R10000,s061.kp,123442,111684,0.0009968280792236328
01WeaklyCorrelated,n00050,R10000,s062.kp,135878,122979,0.0
01WeaklyCorrelated,n00050,R10000,s063.kp,138679,127684,0.0
01WeaklyCorrelated,n00050,R10000,s064.kp,129369,114361,0.0009641647338867188
01WeaklyCorrelated,n00050,R10000,s065.kp,141831,127541,0.0
01WeaklyCorrelated,n00050,R10000,s066.kp,137217,125096,0.0
01WeaklyCorrelated,n00050,R10000,s067.kp,131918,116587,0.0
01WeaklyCorrelated,n00050,R10000,s068.kp,143968,130621,0.0
01WeaklyCorrelated,n00050,R10000,s069.kp,128568,114749,0.000997304916381836
01WeaklyCorrelated,n00050,R10000,s070.kp,146564,133775,0.0009970664978027344
01WeaklyCorrelated,n00050,R10000,s071.kp,115255,104386,0.0
01WeaklyCorrelated,n00050,R10000,s072.kp,135259,120907,0.0
01WeaklyCorrelated,n00050,R10000,s073.kp,130108,118136,0.0
01WeaklyCorrelated,n00050,R10000,s074.kp,145564,132649,0.0
01WeaklyCorrelated,n00050,R10000,s075.kp,132727,116832,0.0
01WeaklyCorrelated,n00050,R10000,s076.kp,141748,132352,0.0009980201721191406
01WeaklyCorrelated,n00050,R10000,s077.kp,136381,122135,0.0
01WeaklyCorrelated,n00050,R10000,s078.kp,132456,120370,0.0
01WeaklyCorrelated,n00050,R10000,s079.kp,121323,108703,0.0
01WeaklyCorrelated,n00050,R10000,s080.kp,129801,116186,0.0
01WeaklyCorrelated,n00050,R10000,s081.kp,137901,123414,0.0009646415710449219
01WeaklyCorrelated,n00050,R10000,s082.kp,132892,119421,0.0
01WeaklyCorrelated,n00050,R10000,s083.kp,131314,122146,0.0
01WeaklyCorrelated,n00050,R10000,s084.kp,133046,116877,0.0
01WeaklyCorrelated,n00050,R10000,s085.kp,138349,125852,0.0
01WeaklyCorrelated,n00050,R10000,s086.kp,138808,125541,0.0
01WeaklyCorrelated,n00050,R10000,s087.kp,133869,126864,0.0
01WeaklyCorrelated,n00050,R10000,s088.kp,134410,120124,0.0
01WeaklyCorrelated,n00050,R10000,s089.kp,145163,131697,0.0
01WeaklyCorrelated,n00050,R10000,s090.kp,137894,123270,0.0
01WeaklyCorrelated,n00050,R10000,s091.kp,148831,134336,0.0
01WeaklyCorrelated,n00050,R10000,s092.kp,154850,138185,0.0
01WeaklyCorrelated,n00050,R10000,s093.kp,137791,124392,0.0
01WeaklyCorrelated,n00050,R10000,s094.kp,131553,118708,0.0
01WeaklyCorrelated,n00050,R10000,s095.kp,127963,114200,0.0
01WeaklyCorrelated,n00050,R10000,s096.kp,139823,128223,0.0
01WeaklyCorrelated,n00050,R10000,s097.kp,129335,115099,0.0
01WeaklyCorrelated,n00050,R10000,s098.kp,140553,126008,0.0
01WeaklyCorrelated,n00050,R10000,s099.kp,136908,127734,0.0
01WeaklyCorrelated,n00100,R01000,s000.kp,31064,29013,0.000997304916381836
01WeaklyCorrelated,n00100,R01000,s001.kp,27624,25389,0.0009989738464355469
01WeaklyCorrelated,n00100,R01000,s002.kp,29321,27380,0.0
01WeaklyCorrelated,n00100,R01000,s003.kp,29073,26809,0.0009999275207519531
01WeaklyCorrelated,n00100,R01000,s004.kp,26954,23876,0.0
01WeaklyCorrelated,n00100,R01000,s005.kp,27933,24637,0.0009987354278564453
01WeaklyCorrelated,n00100,R01000,s006.kp,28351,25367,0.0009980201721191406
01WeaklyCorrelated,n00100,R01000,s007.kp,25754,23302,0.000997304916381836
01WeaklyCorrelated,n00100,R01000,s008.kp,25571,22804,0.0
01WeaklyCorrelated,n00100,R01000,s009.kp,24885,22316,0.0
01WeaklyCorrelated,n00100,R01000,s010.kp,26723,23942,0.0
01WeaklyCorrelated,n00100,R01000,s011.kp,26432,23411,0.0
01WeaklyCorrelated,n00100,R01000,s012.kp,25488,22771,0.0009970664978027344
01WeaklyCorrelated,n00100,R01000,s013.kp,26297,24319,0.0
01WeaklyCorrelated,n00100,R01000,s014.kp,25451,22468,0.0
01WeaklyCorrelated,n00100,R01000,s015.kp,28085,25309,0.0
01WeaklyCorrelated,n00100,R01000,s016.kp,24998,22466,0.0
01WeaklyCorrelated,n00100,R01000,s017.kp,28801,26607,0.0
01WeaklyCorrelated,n00100,R01000,s018.kp,27438,24508,0.0
01WeaklyCorrelated,n00100,R01000,s019.kp,24544,22596,0.0
01WeaklyCorrelated,n00100,R01000,s020.kp,24522,21968,0.0
01WeaklyCorrelated,n00100,R01000,s021.kp,28042,25469,0.0
01WeaklyCorrelated,n00100,R01000,s022.kp,29747,27454,0.0
01WeaklyCorrelated,n00100,R01000,s023.kp,27269,25029,0.0
01WeaklyCorrelated,n00100,R01000,s024.kp,28868,26484,0.0009965896606445312
01WeaklyCorrelated,n00100,R01000,s025.kp,25875,23220,0.0
01WeaklyCorrelated,n00100,R01000,s026.kp,26705,23997,0.0
01WeaklyCorrelated,n00100,R01000,s027.kp,27645,24789,0.0
01WeaklyCorrelated,n00100,R01000,s028.kp,24684,22373,0.0009968280792236328
01WeaklyCorrelated,n00100,R01000,s029.kp,27665,25100,0.0
01WeaklyCorrelated,n00100,R01000,s030.kp,27921,25897,0.0009965896606445312
01WeaklyCorrelated,n00100,R01000,s031.kp,27053,25079,0.0009641647338867188
01WeaklyCorrelated,n00100,R01000,s032.kp,26267,23465,0.0
01WeaklyCorrelated,n00100,R01000,s033.kp,25693,22942,0.0
01WeaklyCorrelated,n00100,R01000,s034.kp,28930,26146,0.0
01WeaklyCorrelated,n00100,R01000,s035.kp,26853,24867,0.0009989738464355469
01WeaklyCorrelated,n00100,R01000,s036.kp,27241,24762,0.0
01WeaklyCorrelated,n00100,R01000,s037.kp,26822,24229,0.0009999275207519531
01WeaklyCorrelated,n00100,R01000,s038.kp,25444,23058,0.0
01WeaklyCorrelated,n00100,R01000,s039.kp,25581,23416,0.0
01WeaklyCorrelated,n00100,R01000,s040.kp,26588,24397,0.0
01WeaklyCorrelated,n00100,R01000,s041.kp,27822,25180,0.0009648799896240234
01WeaklyCorrelated,n00100,R01000,s042.kp,26315,23761,0.0009646415710449219
01WeaklyCorrelated,n00100,R01000,s043.kp,28616,26288,0.0
01WeaklyCorrelated,n00100,R01000,s044.kp,25323,22712,0.0009644031524658203
01WeaklyCorrelated,n00100,R01000,s045.kp,26791,23788,0.0009980201721191406
01WeaklyCorrelated,n00100,R01000,s046.kp,24915,22360,0.0
01WeaklyCorrelated,n00100,R01000,s047.kp,27863,25067,0.0
01WeaklyCorrelated,n00100,R01000,s048.kp,26084,23425,0.0009624958038330078
01WeaklyCorrelated,n00100,R01000,s049.kp,27354,24803,0.0
01WeaklyCorrelated,n00100,R01000,s050.kp,26877,24649,0.0
01WeaklyCorrelated,n00100,R01000,s051.kp,31389,28459,0.0009965896606445312
01WeaklyCorrelated,n00100,R01000,s052.kp,27338,24534,0.0
01WeaklyCorrelated,n00100,R01000,s053.kp,25883,23733,0.0
01WeaklyCorrelated,n00100,R01000,s054.kp,27281,25337,0.0
01WeaklyCorrelated,n00100,R01000,s055.kp,27384,24611,0.0
01WeaklyCorrelated,n00100,R01000,s056.kp,25593,23133,0.0
01WeaklyCorrelated,n00100,R01000,s057.kp,26794,24679,0.0009949207305908203
01WeaklyCorrelated,n00100,R01000,s058.kp,27303,24815,0.0
01WeaklyCorrelated,n00100,R01000,s059.kp,28158,25782,0.0
01WeaklyCorrelated,n00100,R01000,s060.kp,26421,24423,0.0009992122650146484
01WeaklyCorrelated,n00100,R01000,s061.kp,25761,23451,0.0
01WeaklyCorrelated,n00100,R01000,s062.kp,26943,24464,0.0010328292846679688
01WeaklyCorrelated,n00100,R01000,s063.kp,26590,24888,0.0009975433349609375
01WeaklyCorrelated,n00100,R01000,s064.kp,26806,24435,0.0
01WeaklyCorrelated,n00100,R01000,s065.kp,28832,26058,0.0
01WeaklyCorrelated,n00100,R01000,s066.kp,26977,24226,0.0010306835174560547
01WeaklyCorrelated,n00100,R01000,s067.kp,27993,25441,0.0
01WeaklyCorrelated,n00100,R01000,s068.kp,28657,26145,0.0
01WeaklyCorrelated,n00100,R01000,s069.kp,26869,24366,0.0009984970092773438
01WeaklyCorrelated,n00100,R01000,s070.kp,27281,25064,0.0
01WeaklyCorrelated,n00100,R01000,s071.kp,25260,22762,0.0009980201721191406
01WeaklyCorrelated,n00100,R01000,s072.kp,27537,25037,0.0
01WeaklyCorrelated,n00100,R01000,s073.kp,25699,23740,0.0
01WeaklyCorrelated,n00100,R01000,s074.kp,29292,26444,0.0
01WeaklyCorrelated,n00100,R01000,s075.kp,28221,25733,0.0
01WeaklyCorrelated,n00100,R01000,s076.kp,26616,24264,0.0
01WeaklyCorrelated,n00100,R01000,s077.kp,27224,24216,0.0
01WeaklyCorrelated,n00100,R01000,s078.kp,25892,23393,0.0
01WeaklyCorrelated,n00100,R01000,s079.kp,26024,23517,0.0009970664978027344
01WeaklyCorrelated,n00100,R01000,s080.kp,27156,24004,0.0
01WeaklyCorrelated,n00100,R01000,s081.kp,27713,25688,0.0
01WeaklyCorrelated,n00100,R01000,s082.kp,28116,25047,0.0
01WeaklyCorrelated,n00100,R01000,s083.kp,26420,23039,0.0
01WeaklyCorrelated,n00100,R01000,s084.kp,28591,25490,0.0
01WeaklyCorrelated,n00100,R01000,s085.kp,27882,25440,0.0
01WeaklyCorrelated,n00100,R01000,s086.kp,27374,25132,0.0009627342224121094
01WeaklyCorrelated,n00100,R01000,s087.kp,25181,22831,0.0
01WeaklyCorrelated,n00100,R01000,s088.kp,27476,25174,0.0
01WeaklyCorrelated,n00100,R01000,s089.kp,27365,24988,0.0
01WeaklyCorrelated,n00100,R01000,s090.kp,27798,25409,0.0009970664978027344
01WeaklyCorrelated,n00100,R01000,s091.kp,29938,27053,0.0
01WeaklyCorrelated,n00100,R01000,s092.kp,30670,28137,0.0
01WeaklyCorrelated,n00100,R01000,s093.kp,27015,24393,0.0
01WeaklyCorrelated,n00100,R01000,s094.kp,27501,24285,0.0009641647338867188
01WeaklyCorrelated,n00100,R01000,s095.kp,27142,25034,0.0
01WeaklyCorrelated,n00100,R01000,s096.kp,26546,24665,0.0
01WeaklyCorrelated,n00100,R01000,s097.kp,27942,24938,0.0
01WeaklyCorrelated,n00100,R01000,s098.kp,28135,25296,0.0
01WeaklyCorrelated,n00100,R01000,s099.kp,26054,23377,0.0
01WeaklyCorrelated,n00100,R10000,s000.kp,310315,289895,0.0009975433349609375
01WeaklyCorrelated,n00100,R10000,s001.kp,275879,253639,0.0
01WeaklyCorrelated,n00100,R10000,s002.kp,292954,273600,0.0
01WeaklyCorrelated,n00100,R10000,s003.kp,290405,267889,0.0009961128234863281
01WeaklyCorrelated,n00100,R10000,s004.kp,269212,238608,0.0
01WeaklyCorrelated,n00100,R10000,s005.kp,279007,246194,0.0
01WeaklyCorrelated,n00100,R10000,s006.kp,283141,253426,0.001958608627319336
01WeaklyCorrelated,n00100,R10000,s007.kp,257247,232836,0.0
01WeaklyCorrelated,n00100,R10000,s008.kp,255382,227816,0.0
01WeaklyCorrelated,n00100,R10000,s009.kp,248539,222984,0.000997304916381836
01WeaklyCorrelated,n00100,R10000,s010.kp,266858,239187,0.0009982585906982422
01WeaklyCorrelated,n00100,R10000,s011.kp,263974,233895,0.0
01WeaklyCorrelated,n00100,R10000,s012.kp,254531,227482,0.0
01WeaklyCorrelated,n00100,R10000,s013.kp,262652,242965,0.0
01WeaklyCorrelated,n00100,R10000,s014.kp,254119,224440,0.0
01WeaklyCorrelated,n00100,R10000,s015.kp,280475,252855,0.0009965896606445312
01WeaklyCorrelated,n00100,R10000,s016.kp,249634,224427,0.0
01WeaklyCorrelated,n00100,R10000,s017.kp,287672,265930,0.0
01WeaklyCorrelated,n00100,R10000,s018.kp,274029,244872,0.0
01WeaklyCorrelated,n00100,R10000,s019.kp,245090,225771,0.0
01WeaklyCorrelated,n00100,R10000,s020.kp,244862,219438,0.0
01WeaklyCorrelated,n00100,R10000,s021.kp,280110,254468,0.0
01WeaklyCorrelated,n00100,R10000,s022.kp,297120,274298,0.0
01WeaklyCorrelated,n00100,R10000,s023.kp,272389,250091,0.000997781753540039
01WeaklyCorrelated,n00100,R10000,s024.kp,288415,264613,0.0
01WeaklyCorrelated,n00100,R10000,s025.kp,258379,231965,0.0
01WeaklyCorrelated,n00100,R10000,s026.kp,266795,239815,0.0
01WeaklyCorrelated,n00100,R10000,s027.kp,276088,247664,0.0009965896606445312
01WeaklyCorrelated,n00100,R10000,s028.kp,246568,223509,0.0
01WeaklyCorrelated,n00100,R10000,s029.kp,276334,250804,0.0
01WeaklyCorrelated,n00100,R10000,s030.kp,278806,258631,0.0009641647338867188
01WeaklyCorrelated,n00100,R10000,s031.kp,270202,250571,0.0
01WeaklyCorrelated,n00100,R10000,s032.kp,262368,234447,0.0
01WeaklyCorrelated,n00100,R10000,s033.kp,256528,229162,0.0
01WeaklyCorrelated,n00100,R10000,s034.kp,288975,261236,0.0
01WeaklyCorrelated,n00100,R10000,s035.kp,268223,248434,0.0
01WeaklyCorrelated,n00100,R10000,s036.kp,272052,247471,0.0
01WeaklyCorrelated,n00100,R10000,s037.kp,267881,242049,0.0009653568267822266
01WeaklyCorrelated,n00100,R10000,s038.kp,254130,230349,0.0
01WeaklyCorrelated,n00100,R10000,s039.kp,255501,233951,0.0
01WeaklyCorrelated,n00100,R10000,s040.kp,265581,243754,0.0
01WeaklyCorrelated,n00100,R10000,s041.kp,277816,251508,0.0009646415710449219
01WeaklyCorrelated,n00100,R10000,s042.kp,262924,237419,0.0
01WeaklyCorrelated,n00100,R10000,s043.kp,285808,262635,0.0
01WeaklyCorrelated,n00100,R10000,s044.kp,252879,226897,0.00196075439453125
01WeaklyCorrelated,n00100,R10000,s045.kp,267549,237649,0.0
01WeaklyCorrelated,n00100,R10000,s046.kp,248815,223398,0.0
01WeaklyCorrelated,n00100,R10000,s047.kp,278304,250473,0.0
01WeaklyCorrelated,n00100,R10000,s048.kp,260550,234060,0.000997304916381836
01WeaklyCorrelated,n00100,R10000,s049.kp,273154,247799,0.0
01WeaklyCorrelated,n00100,R10000,s050.kp,268385,246252,0.0
01WeaklyCorrelated,n00100,R10000,s051.kp,313541,284351,0.0009980201721191406
01WeaklyCorrelated,n00100,R10000,s052.kp,272976,245088,0.0009980201721191406
01WeaklyCorrelated,n00100,R10000,s053.kp,258547,237121,0.0009999275207519531
01WeaklyCorrelated,n00100,R10000,s054.kp,272517,253110,0.0019941329956054688
01WeaklyCorrelated,n00100,R10000,s055.kp,273500,245871,0.0
01WeaklyCorrelated,n00100,R10000,s056.kp,255576,231078,0.000997304916381836
01WeaklyCorrelated,n00100,R10000,s057.kp,267537,246524,0.0
01WeaklyCorrelated,n00100,R10000,s058.kp,272737,247956,0.0
01WeaklyCorrelated,n00100,R10000,s059.kp,281222,257563,0.0
01WeaklyCorrelated,n00100,R10000,s060.kp,263858,243986,0.0009987354278564453
01WeaklyCorrelated,n00100,R10000,s061.kp,257325,234334,0.0009984970092773438
01WeaklyCorrelated,n00100,R10000,s062.kp,269127,244448,0.0009968280792236328
01WeaklyCorrelated,n00100,R10000,s063.kp,265611,248709,0.000997781753540039
01WeaklyCorrelated,n00100,R10000,s064.kp,267695,244100,0.000997304916381836
01WeaklyCorrelated,n00100,R10000,s065.kp,288023,260395,0.0
01WeaklyCorrelated,n00100,R10000,s066.kp,269471,242044,0.0
01WeaklyCorrelated,n00100,R10000,s067.kp,279567,254188,0.0
01WeaklyCorrelated,n00100,R10000,s068.kp,286210,261178,0.0009970664978027344
01WeaklyCorrelated,n00100,R10000,s069.kp,268394,243434,0.0
01WeaklyCorrelated,n00100,R10000,s070.kp,272515,250446,0.0
01WeaklyCorrelated,n00100,R10000,s071.kp,252245,227400,0.0
01WeaklyCorrelated,n00100,R10000,s072.kp,275020,250133,0.0
01WeaklyCorrelated,n00100,R10000,s073.kp,256725,237214,0.0
